submission_id,target,dataset_path,dataset_name,dataset_split,num_of_examples,drafter,temperature,example_id,new_toks,ttft_ms,tpot_ms,out_toks_per_sec
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,16,512,214.93244171142575,120.41762477031192,8.304432195099588
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,17,512,316.73407554626465,125.04481102855704,7.997133121914395
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,18,512,215.6968116760254,119.0890845953835,8.397075209685214
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,19,512,226.11665725708008,122.91955807904208,8.135401848393897
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,20,512,397.1283435821533,125.67432565931703,7.957074722730876
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,21,512,317.26884841918945,124.3981027323206,8.038707810132736
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,22,512,214.72477912902832,126.58061439977,7.900103856675679
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,23,512,155.42078018188477,118.43188261565864,8.443672243607343
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,24,512,205.5544853210449,118.7428410972401,8.421560329528301
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,25,512,316.5414333343506,125.91985807026904,7.94155914186271
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,26,512,215.0979042053223,121.54227040285234,8.227590258808693
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,27,512,205.51204681396484,122.44288702067097,8.167073027534697
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,28,512,205.3225040435791,120.68695658107092,8.285899556413575
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),0,29,512,214.94197845458984,120.44137144741948,8.302794861785225
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,0,512,397.3448276519776,128.50903998149118,7.7815537346168595
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,1,512,235.2256774902344,123.12473942855566,8.12184459955962
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,2,512,214.9529457092285,121.09494909148394,8.257982744140115
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,3,512,306.3859939575196,123.91786146070623,8.069861666528961
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,4,512,296.5240478515625,124.49678562858568,8.032335894866593
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,5,512,225.8741855621338,122.9654893483201,8.132363033723506
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,6,512,225.82674026489255,122.57271596830184,8.15842246865613
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,7,512,235.2001667022705,123.4688506900914,8.099208783517506
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,8,512,235.1324558258057,123.0965789750131,8.12370261080112
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,9,512,225.65031051635745,123.9578854547788,8.067256038864999
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,10,512,225.2295017242432,125.82333027266708,7.947651662318402
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,11,512,215.24715423583984,122.28924187662084,8.177334200901438
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,12,512,215.40594100952148,124.18587800341344,8.05244538330287
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,13,512,215.2111530303955,122.6788654252741,8.151363289295482
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,14,512,215.66319465637207,124.4021717116324,8.03844487794013
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,15,512,215.10982513427732,119.52303440370204,8.36658812243999
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,16,512,215.16871452331543,121.8073913962407,8.20968242187364
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,17,512,316.5562152862549,122.78588457350162,8.144258629349075
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,18,512,215.7282829284668,121.07655213537048,8.259237501923106
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,19,512,225.9318828582764,123.77528901669376,8.07915705908898
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,20,512,396.9101905822754,128.80172934784116,7.763870912784146
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,21,512,316.26057624816895,122.52917355054043,8.16132167567035
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,22,512,215.8722877502441,125.42640346370332,7.972802953641147
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,23,512,154.94632720947266,122.95876230512349,8.132807953275337
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,24,512,205.57832717895508,123.0122585819192,8.12927111109058
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,25,512,316.6537284851074,124.48117504381152,8.033343191434744
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,26,512,214.3685817718506,121.47133550998517,8.232394875726037
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,27,512,205.48415184021,125.35686502251372,7.977225657489145
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,28,512,206.0585021972656,122.56942803145856,8.158641319133357
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,No Drafter (Autoregressive),1,29,512,214.82253074646,123.20712634495328,8.116413633414489
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,0,512,415.3745174407959,80.91439332980698,12.35874062509498
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,1,512,306.9019317626953,82.15927704439704,12.171480032128596
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,2,512,248.5523223876953,81.51241617893285,12.2680696619867
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,3,512,321.5508460998535,99.43746587301654,10.056571647521851
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,4,512,314.65697288513184,80.05160408243975,12.491942059901351
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,5,512,240.31853675842285,86.72031451111437,11.531323492511511
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,6,512,244.5359230041504,80.536375307057,12.416749526997586
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,7,512,244.4486618041992,83.40000406403364,11.990407089575326
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,8,512,250.2341270446777,92.19151467026563,10.846985252131107
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,9,512,249.558687210083,78.38930449140514,12.756842358636352
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,10,512,260.3931427001953,98.4793810461832,10.154409881303346
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,11,512,228.405237197876,86.65471207605648,11.540053345538832
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,12,512,239.4886016845703,81.42779997883477,12.280818102170588
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,13,512,237.6854419708252,82.19716973500708,12.16586901013586
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,14,512,226.44710540771484,89.05097929698846,11.229522773297768
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,15,512,235.83126068115237,82.83815925135305,12.071731301582084
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,16,512,236.06038093566892,93.80548060990128,10.660357939623935
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,17,512,330.98530769348145,103.65202702188212,9.647664678944375
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,18,512,244.9748516082764,85.15118199551875,11.743818189777176
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,19,512,236.5267276763916,78.59883243090486,12.722835302662874
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,20,512,415.80653190612793,77.07852580076094,12.973782121688266
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,21,512,330.6968212127685,81.14287531305898,12.32394090228969
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,22,512,238.92879486083984,82.7874764071052,12.079121666694206
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,23,512,184.73434448242188,80.10949313990524,12.482915080408445
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,24,512,235.74352264404297,89.46724273920526,11.177275272861316
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,25,512,330.48176765441895,87.01909031653356,11.491731255319738
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,26,512,239.25042152404785,83.42531795837643,11.98676881877672
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,27,512,235.83221435546875,74.86826333047826,13.356794394787412
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,28,512,224.84588623046875,90.53752893571053,11.045143508501171
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,0,29,512,228.71112823486328,79.24389185970776,12.61926915162604
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,0,512,405.245304107666,89.01923929875144,11.233526683416915
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,1,512,293.71070861816406,96.91445514880516,10.318378186871836
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,2,512,267.7617073059082,87.79443500093284,11.390243584224612
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,3,512,306.2446117401123,89.31049628733656,11.196892208310247
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,4,512,306.52403831481934,75.34706149315882,13.271917712289229
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,5,512,232.27977752685547,81.29300343313795,12.301181624104736
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,6,512,247.1721172332764,90.90400488642564,11.000615443174237
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,7,512,243.33786964416504,82.44823616311508,12.128822234857834
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,8,512,234.31897163391116,83.38263683356418,11.99290449396616
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,9,512,232.26094245910645,85.76993373042217,11.659097267616342
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,10,512,242.6304817199707,85.13054035881028,11.746665718145046
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,11,512,215.6925201416016,85.93571862595888,11.636604848242074
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,12,512,224.1203784942627,82.2448753797378,12.158812271072687
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,13,512,222.6052284240723,95.39134115155662,10.483131780390968
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,14,512,224.3525981903076,83.65227378277864,11.954247682456522
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,15,512,227.8740406036377,85.36381964114315,11.71456483793546
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,16,512,243.57914924621585,91.14703413558333,10.971284030070324
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,17,512,323.352575302124,85.00331301978423,11.764247350773886
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,18,512,257.3971748352051,80.97808001792595,12.349020868099515
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,19,512,232.73301124572757,88.86259176026586,11.253329215265376
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,20,512,404.96826171875,78.50558043925963,12.737947982866103
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,21,512,334.8057270050049,74.54172132533124,13.415305981942408
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,22,512,242.36416816711423,85.84418268819611,11.64901299872826
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,23,512,159.1813564300537,89.34614243106132,11.192425020157875
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,24,512,225.60572624206543,90.7712323325021,11.016706221822815
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,25,512,313.1849765777588,87.87538674013022,11.379750770909872
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,26,512,225.1014709472656,80.02781354751139,12.495655643600884
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,27,512,212.61215209960935,88.88444275305463,11.250562742214342
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,28,512,224.85589981079104,92.59946005684988,10.799199038375242
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,bigcode/tiny_starcoder_py,1,29,512,234.52186584472656,79.5401607707522,12.572265259585835
2025-02-04_01-05-29_4c55336,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,openai/openai_humaneval,openai_humaneval,test,30,codellama/CodeLlama-7b-Instruct-hf,0,0,512,444.1649913787842,103.63206611454136,9.649522946833178
